1536.99072265625,1537.0537109375,1537.093139648438,1537.124633789062,1537.15966796875,1537.192260742188,1537.222534179688,1537.269165039062,1537.343627929688,1537.414916992188,1537.48583984375,1537.523071289062,1536.953857421875,1536.109252929688,1534.688720703125,1532.017456054688,1530.889038085938,1530.446899414062,1529.799682617188,1528.945678710938,1525.838134765625,1522.692504882812,1515.693237304688,1510.627075195312,1507.263671875,1504.218017578125,1501.5771484375,1493.653076171875,1486.315673828125,1482.639892578125,1480.051147460938,1479.4677734375,1480.601806640625,1484.9697265625,1489.064819335938,1496.5263671875,1504.184814453125,1511.733520507812,1526.065307617188,1537.983276367188
1537.043212890625,1537.106323242188,1537.144775390625,1537.1796875,1537.212280273438,1537.244873046875,1537.277587890625,1537.324096679688,1537.398681640625,1537.472045898438,1537.543090820312,1537.588745117188,1537.284545898438,1536.5048828125,1534.811157226562,1531.624633789062,1530.646118164062,1530.351318359375,1529.853515625,1529.148071289062,1526.426879882812,1523.30517578125,1516.49609375,1511.223266601562,1507.78564453125,1504.647583007812,1501.924438476562,1493.83349609375,1486.564819335938,1482.753051757812,1480.145141601562,1479.558715820312,1480.631469726562,1484.937133789062,1489.033935546875,1496.452270507812,1504.280883789062,1511.838623046875,1525.971801757812,1537.956787109375
1537.059936523438,1537.124267578125,1537.161499023438,1537.196533203125,1537.2314453125,1537.264038085938,1537.29443359375,1537.3408203125,1537.417724609375,1537.4912109375,1537.563354492188,1537.613647460938,1537.282836914062,1536.445678710938,1534.634155273438,1531.55810546875,1530.76318359375,1530.523071289062,1530.07275390625,1529.406860351562,1526.759399414062,1523.51416015625,1517.29052734375,1511.991943359375,1508.045166015625,1504.909545898438,1502.181762695312,1494.006103515625,1486.843627929688,1482.872680664062,1480.233764648438,1479.677856445312,1480.701538085938,1484.918701171875,1489.049438476562,1496.546142578125,1504.335815429688,1511.893798828125,1525.860961914062,1537.925903320312
1537.059204101562,1537.121215820312,1537.160766601562,1537.19580078125,1537.228393554688,1537.260986328125,1537.293701171875,1537.340087890625,1537.417114257812,1537.490356445312,1537.5625,1537.610473632812,1537.198120117188,1536.234375,1534.225952148438,1531.151123046875,1530.542724609375,1530.471923828125,1530.160522460938,1529.603637695312,1527.104736328125,1523.87109375,1518.032470703125,1512.626220703125,1508.023071289062,1504.859985351562,1502.151977539062,1493.806274414062,1486.857543945312,1482.78369140625,1480.2490234375,1479.7353515625,1480.73828125,1484.994506835938,1489.184692382812,1496.633056640625,1504.35986328125,1511.934814453125,1525.75439453125,1537.903686523438
1537.1318359375,1537.1962890625,1537.233520507812,1537.270751953125,1537.303344726562,1537.3359375,1537.366333007812,1537.412841796875,1537.48974609375,1537.564208984375,1537.63525390625,1537.680908203125,1537.182495117188,1536.171264648438,1534.172485351562,1531.127563476562,1530.459106445312,1530.3857421875,1530.091552734375,1529.57275390625,1527.255859375,1524.391479492188,1518.515258789062,1512.770751953125,1507.93701171875,1504.754638671875,1502.121948242188,1493.327880859375,1486.587524414062,1482.581298828125,1480.195068359375,1479.739624023438,1480.738525390625,1485.1474609375,1489.311157226562,1496.6806640625,1504.400634765625,1511.997314453125,1525.696899414062,1537.890380859375
1537.205322265625,1537.269409179688,1537.306762695312,1537.341674804688,1537.376586914062,1537.4091796875,1537.439575195312,1537.486083984375,1537.560668945312,1537.634033203125,1537.702880859375,1537.741333007812,1537.308471679688,1536.370971679688,1534.485229492188,1531.461669921875,1530.607299804688,1530.464233398438,1530.133666992188,1529.612548828125,1527.448974609375,1525.005615234375,1518.540283203125,1511.896362304688,1508.412475585938,1505.076171875,1501.989868164062,1492.923461914062,1486.233520507812,1482.729614257812,1480.213012695312,1479.715576171875,1480.737182617188,1485.248168945312,1489.367309570312,1496.696044921875,1504.437377929688,1512.059692382812,1525.719848632812,1537.890380859375
1537.188110351562,1537.252319335938,1537.28955078125,1537.324584960938,1537.359619140625,1537.392211914062,1537.422485351562,1537.468872070312,1537.54248046875,1537.6123046875,1537.681030273438,1537.709106445312,1537.552368164062,1536.849975585938,1534.84033203125,1531.417602539062,1530.549194335938,1530.552368164062,1530.344970703125,1529.920532226562,1527.884887695312,1524.56201171875,1517.7744140625,1511.756591796875,1508.337890625,1504.843139648438,1501.484375,1492.704956054688,1486.170776367188,1482.671752929688,1480.312377929688,1479.778442382812,1480.765258789062,1485.291625976562,1489.378784179688,1496.697387695312,1504.464233398438,1512.108032226562,1525.8046875,1537.899291992188
1537.140991210938,1537.20654296875,1537.2451171875,1537.279907226562,1537.3125,1537.345092773438,1537.377807617188,1537.424438476562,1537.501220703125,1537.57568359375,1537.649169921875,1537.706298828125,1537.739013671875,1537.656494140625,1535.442504882812,1531.586059570312,1530.549682617188,1530.6083984375,1530.4853515625,1530.182250976562,1528.620483398438,1523.6337890625,1517.667724609375,1512.366455078125,1507.675048828125,1504.0732421875,1500.803100585938,1492.809448242188,1486.050415039062,1482.616333007812,1480.306518554688,1479.802001953125,1480.802734375,1485.290405273438,1489.369018554688,1496.6845703125,1504.481201171875,1512.150756835938,1525.906860351562,1537.91259765625
1537.177001953125,1537.2412109375,1537.280883789062,1537.315795898438,1537.350708007812,1537.38330078125,1537.416015625,1537.46484375,1537.544067382812,1537.620971679688,1537.700073242188,1537.776977539062,1537.852783203125,1537.921630859375,1536.045043945312,1532.205200195312,1530.925170898438,1530.9921875,1530.853881835938,1530.507690429688,1528.7021484375,1523.50732421875,1517.445556640625,1512.234252929688,1507.723510742188,1503.855224609375,1500.32275390625,1492.918823242188,1485.911743164062,1482.530883789062,1480.268798828125,1479.805786132812,1480.82666015625,1485.259643554688,1489.3408203125,1496.673217773438,1504.503784179688,1512.199096679688,1525.996215820312,1537.92138671875
1537.190551757812,1537.2548828125,1537.294311523438,1537.331787109375,1537.36669921875,1537.399291992188,1537.432006835938,1537.480834960938,1537.56005859375,1537.63916015625,1537.71826171875,1537.795288085938,1537.876831054688,1537.952758789062,1536.408203125,1532.573486328125,1531.182006835938,1531.246826171875,1531.115478515625,1530.766967773438,1528.934448242188,1523.904907226562,1517.241577148438,1511.938598632812,1507.661376953125,1503.676879882812,1500.04345703125,1492.778442382812,1485.71240234375,1482.369995117188,1480.220458984375,1479.811401367188,1480.8349609375,1485.213500976562,1489.290161132812,1496.644897460938,1504.516479492188,1512.24609375,1526.066650390625,1537.925903320312
